"编号","开始答题时间","结束答题时间","答题时长","1.过去半年里，您在控制体重或改善体型方面处于什么状态?","2.您认真尝试控制体重大概有多久、试过几次?","3.回顾您所有的减脂尝试，效果最好的一次大概是什么情况?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?[选项填空]","5.在减脂这件事上，您过去实际接受过哪种外部指导?","6.当您决定开始（或重新开始）减脂时，您通常怎么准备?","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【自己做饭】在家自己买菜做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【食堂】公司或学校食堂","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外卖】外卖平台点餐","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外出就餐】去餐厅、小吃店等","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【家人做饭】家人负责做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【便利食品】便利店、预制餐、代餐等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【自己做饭】在家自己买菜做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【食堂】公司或学校食堂","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外卖】外卖平台点餐","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外出就餐】去餐厅、小吃店等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【家人做饭】家人负责做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【便利食品】便利店、预制餐、代餐等","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?[选项填空]","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【个性化】是否针对我的具体情况，而不是给通用建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【专业性】是否有科学依据或专业知识支撑","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【记忆力】是否记得我之前说过的话和情况","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【态度】语气是否让我舒服，不会有压力或被审判感","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【可执行】能否给出我实际能做到的具体行动建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【交流风格】交流方式让我感到舒服","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【不确定】体验不多，说不好","11.您目前的居住情况?","12.对于健康或运动类App的推送通知（比如提醒你记录饮食、该运动了等），您更希望怎样?","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:A.手机App（独立应用）","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:B.微信小程序","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:C.手机网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:D.电脑网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____[选项填空]","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:A.手机App（独立应用）","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:B.微信小程序","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:C.手机网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:D.电脑网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____[选项填空]","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【社交媒体】刷或搜小红书、抖音、B站、微信等平台的相关内容","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【搜索引擎】在百度、Google等搜索具体问题","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问AI】用ChatGPT、豆包、Kimi等AI工具咨询","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问身边人】问朋友、家人或同事","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【专业人士】咨询医生、营养师或教练","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【不太找】基本不主动找信息，凭自己感觉和经验","16.过去一年中，在控制体重这件事上，您大概花了多少钱（人民币）?","17.您的性别","18.您的年龄段","19.您目前所在城市属于哪一类?","20.您日常最常使用的内容平台是?:小红书","20.您日常最常使用的内容平台是?:抖音","20.您日常最常使用的内容平台是?:微信公众号/视频号","20.您日常最常使用的内容平台是?:B站","20.您日常最常使用的内容平台是?:知乎","20.您日常最常使用的内容平台是?:微博","20.您日常最常使用的内容平台是?:其他 ____","20.您日常最常使用的内容平台是?:其他 ____[选项填空]","21.您觉得以下哪个描述最接近您目前的体重状况?","22.您如何评价您在当下或近期的减肥/减脂/体重管理意愿强度？","23.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","24.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次10-15分钟的简短沟通（线上），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下微信号，我们会单独联系您。","25.如果您知道自己的MBTI类型，请选择","26.请简要描述最近一次您""本来不打算吃/喝但还是吃了""的经历——当时什么时间、什么场景、事后怎么想的?（3-5句话即可）","27.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","28.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次15-20分钟的简短沟通（线上或线下），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下联系方式（微信号），我们会单独联系您。","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","用户类型","用户标识","昵称","自定义字段","IP","UA","Referrer","投放名称","配额分组名称",
"13","17-Apr-2026 09:10:45","17-Apr-2026 09:14:41","236","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","1","5","4","3","6","6","4","1","2","5","3","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","2","4","3","6","1","5","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","1","2","3","4","","","1","3","2","4","5","6","C.【一千到三千】（不含三千）","B.女","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","B.抖音","","","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","8","当时特别想瘦","	15335255622","D.ENTP","早上多吃了蛋糕，想吃后悔","当时想瘦","	15335255622","简体中文","未清洗","","中国","江苏省","苏州市","微信","o86_0jg12yyf7AG_tdYz33oeas3s","卖🦀🦀的小公主","","240e:479:56a0:9e50:819c:4e6d:df54:596c","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x1800463a) NetType/4G Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"12","17-Apr-2026 09:10:43","17-Apr-2026 09:14:28","225","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","D.【中期多次】1-3年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","6","3","1","4","5","2","6","3","1","2","5","4","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","1","2","4","6","3","5","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","5","抖音等附加功能","1","2","4","5","3","抖音等附加功能","1","2","3","5","4","6","D.【三千到一万】（不含一万）","B.女","B.25-30岁","C.【二线及以下】其他城市","A.小红书","B.抖音","C.微信公众号/视频号","","","F.微博","","","B.【中等基数】有一些多余体重，想减5-15斤左右","8","","","B.INTP","昨天晚上我本来不打算吃晚饭，但是在家里坐在沙发上就想点外卖，想着说今天吃了明天减，但是最后吃了之后又开始后悔","跟着抖音一些博主，坚持不太下来","	18780181613","简体中文","未清洗","","中国","广东省","汕头市","微信","o86_0jhHevfBQkfgH6slWraEU6do","还是拉提","","183.234.97.180","Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.71(0x18004723) NetType/WIFI Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"11","17-Apr-2026 09:10:32","17-Apr-2026 09:14:20","228","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","E.【长期少次】3年以上，1-2次","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","4","1","3","2","5","6","1","2","3","4","5","6","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","1","2","3","4","5","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","4","1","2","3","5","应用","1","2","4","3","5","应用","1","5","3","2","4","6","D.【三千到一万】（不含一万）","B.女","C.31-40岁","A.【一线】北京、上海、广州、深圳","A.小红书","","","D.B站","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","10","专业指导","	13842381148","D.ENTP","专业指导","专业指导","	13842381148","简体中文","未清洗","","中国","辽宁省","抚顺市","微信","o86_0jkitaKuHRN7kjE_S8ziX-Vc","面朝大海，春暖花开","","2409:8914:3c93:1710:61e5:31ce:4b3f:d4fc","Mozilla/5.0 (Linux; Android 10; JSN-AL00 Build/HONORJSN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/3568 MicroMessenger/8.0.70.3060(0x2800463C) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"10","17-Apr-2026 09:10:33","17-Apr-2026 09:14:15","222","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","E.【长期少次】3年以上，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","D.【自己来】主要靠自己摸索，也没想过找人指导","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","4","3","1","2","5","6","","","1","","","","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","C.【合住】与室友或同学合住（含宿舍）","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","2","3","4","1","","","1","3","","2","","","B.【数百元】","B.女","A.18-24岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","","","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","","","","H.ENFP","未来两天控制摄入。","无","无","简体中文","未清洗","","中国","四川省","成都市","微信","o86_0jsr6KnYy8cXz_P1xlAG8LU4","11 ","","117.176.189.105","Mozilla/5.0 (Linux; Android 13; M2102J2SC Build/TKQ1.221114.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.153 Mobile Safari/537.36 XWEB/1460043 MMWEBSDK/20260202 MMWEBID/2562 MicroMessenger/8.0.70.3060(0x2800463A) WeChat/ar","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"9","17-Apr-2026 09:11:18","17-Apr-2026 09:14:13","175","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","A.【短期少次】不到1年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","4","2","5","3","6","4","5","3","1","6","2","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","1","2","3","4","5","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","A.【高频】每天6次以上，只要内容有用就欢迎","1","2","3","4","5","乙","1","2","3","4","5","	6","1","2","3","4","5","6","B.【数百元】","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","10","","","A.INTJ","壬","玉","	66","简体中文","未清洗","","中国","江苏省","苏州市","微信","o86_0jsgLRx6jjSf_w-qkCuawTjY","阿白 ","","2409:8a20:4810:f1d0:80b1:f627:e8e7:cbaf","Mozilla/5.0 (Linux; Android 14; PJS110 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20250201 MMWEBID/5786 MicroMessenger/8.0.58.2841(0x28003A35) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"8","17-Apr-2026 09:13:23","17-Apr-2026 09:14:11","48","B.【断断续续】时有时无，没有稳定执行","C.【中期少次】1-3年，1-2次","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","1","3","4","5","6","1","2","3","4","5","6","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","2","1","3","4","5","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","1","2","3","4","","","1","2","3","4","5","6","B.【数百元】","B.女","C.31-40岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","","C.微信公众号/视频号","","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","10","","","F.INFP","好","好","好","简体中文","未清洗","","中国","广东省","广州市","微信","o86_0jp3YDlBoOfK8x0Fu4Y1I4e0","十八哥","","240e:47e:cc8:7767:3cbf:4afb:ed71:be49","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x1800463a) NetType/4G Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"7","17-Apr-2026 09:12:46","17-Apr-2026 09:14:04","78","C.【已经停下】试过，但目前没有在坚持","D.【中期多次】1-3年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","D.【自己来】主要靠自己摸索，也没想过找人指导","C.【直接行动】不太做计划，想到就开始，边做边调整","3","1","6","4","2","5","6","4","2","1","5","3","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","1","2","4","7","5","3","6","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","","","","","","1","","","","","","","1","2","","","","C.【一千到三千】（不含三千）","A.男","C.31-40岁","A.【一线】北京、上海、广州、深圳","","B.抖音","","D.B站","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","","累","无","B.INTP","辛苦","无","否","简体中文","未清洗","","中国","上海市","上海市","微信","o86_0jo1hGlTBqx22ukm3T-ouYJU","L.H.J","","2409:891f:8f26:4e7:abbb:3565:2728:e45e","Mozilla/5.0 (Linux; Android 12; OCE-AN10 Build/HUAWEIOCE-AN10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20250904 MMWEBID/6263 MicroMessenger/8.0.65.2960(0x28004153) WeChat/arm6","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"6","17-Apr-2026 09:12:30","17-Apr-2026 09:14:01","91","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","D.【中期多次】1-3年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","B.【跟过身边人】认真按朋友或家人的建议执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","3","1","2","4","5","6","1","5","2","3","4","6","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","6","7","2","1","3","4","5","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","4","3","","","1","2","3","4","","","1","2","6","3","4","5","C.【一千到三千】（不含三千）","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","C.微信公众号/视频号","D.B站","","F.微博","","","B.【中等基数】有一些多余体重，想减5-15斤左右","10","","","E.INFJ","无","无","无","简体中文","未清洗","","中国","广东省","汕头市","微信","o86_0jsnf54NxkSMB2EGl47Pv9Z8","- ","","113.103.51.46","Mozilla/5.0 (Linux; Android 10; M2003J15SC Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20241202 MMWEBID/9005 MicroMessenger/8.0.56.2800(0x28003833) WeChat/a","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"5","17-Apr-2026 09:12:08","17-Apr-2026 09:13:58","110","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","A.【短期少次】不到1年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","2","3","4","5","6","1","2","3","4","5","6","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","A.【高频】每天6次以上，只要内容有用就欢迎","","","2","1","","","","2","1","3","","","1","2","3","4","5","6","B.【数百元】","A.男","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","8","没有","	13632432069","A.INTJ","看待别人减肥就想一起","励志的话 太困难了","	13632432058","简体中文","未清洗","","中国","广东省","广州市","微信","o86_0juHR7YelkNvkZq3fZgkKqjo","藍魄倫Léo🦁🍀","","2409:895b:a30:8566:18a6:ffa3:381d:670e","Mozilla/5.0 (Linux; Android 16; PKC110 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/6885 MicroMessenger/8.0.71.3060(0x28004730) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"4","17-Apr-2026 09:11:08","17-Apr-2026 09:13:56","168","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","5","6","1","2","3","4","1","6","5","2","3","4","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","5","1","4","2","3","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","3","2","4","","","1","4","2","3","","","1","2","3","","4","5","B.【数百元】","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","8","","","B.INTP","无","无","无","简体中文","未清洗","","中国","黑龙江省","佳木斯市","微信","o86_0jlogIbhr5pw6l2R5AQxnTck","笔笔","","112.99.66.111","Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.69(0x18004538) NetType/WIFI Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"3","17-Apr-2026 09:10:34","17-Apr-2026 09:13:55","201","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","1","4","6","3","2","5","1","3","6","4","2","5","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","4","2","5","3","1","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","","","","","1","2","","","","","1","5","2","4","3","","D.【三千到一万】（不含一万）","B.女","D.41岁以上","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","C.微信公众号/视频号","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","6","","","A.INTJ","上个月，在外面散步的时候，本来没计划吃 但还是买了奶茶","他们刚开始一直鼓励，但后面联系少了，就没坚持下去","无","简体中文","未清洗","","中国","上海市","上海市","微信","o86_0jmfBIHk1GtoHiSieRIH-DW0","萨缪尔森","","116.237.251.220","Mozilla/5.0 (Linux; Android 12; NOH-AN00 Build/HUAWEINOH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.177 Mobile Safari/537.36 XWEB/1460055 MMWEBSDK/20250201 MMWEBID/3370 MicroMessenger/8.0.58.2841(0x28003A84) WeChat/arm6","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"2","17-Apr-2026 09:10:14","17-Apr-2026 09:11:54","100","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","C.【看不到效果】坚持了一段时间，但看不到明显变化，慢慢就放弃了","","B.【跟过身边人】认真按朋友或家人的建议执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","3","5","2","6","4","5","1","3","2","6","4","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","6","3","1","5","2","7","4","B.【与伴侣/家人同住】和伴侣或家人住在一起","D.【低频】一周几次就够了，太频繁会关掉","2","1","4","3","5","杂志","1","5","2","3","4","杂志","5","6","1","2","3","4","C.【一千到三千】（不含三千）","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","B.抖音","","","E.知乎","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","7","无","无","G.ENFJ","运动完很饿，突然想吃，","控制饮食，控糖控盐","无","简体中文","未清洗","","中国","广东省","梅州市","微信","o86_0jgfBxGJOZ89dsKoXF5oioBc","ㅤ","","2409:895a:9f64:1222:48ad:5c54:e554:f2b8","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x1800463a) NetType/4G Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"1","17-Apr-2026 09:10:30","17-Apr-2026 09:11:16","46","B.【断断续续】时有时无，没有稳定执行","D.【中期多次】1-3年，3次以上","D.【坚持但无效】坚持执行了，但基本没看到效果","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","2","3","4","5","6","2","3","1","4","5","6","A.【没用过或极少用】基本没用过AI聊天工具，或频率很低","","","","","","","","","A.【独居】一个人住","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","2","1","3","4","","","1","2","3","4","5","6","C.【一千到三千】（不含三千）","B.女","C.31-40岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","10","","","E.INFJ","好","好","我","简体中文","未清洗","","中国","广东省","广州市","微信","o86_0jvXzOi23v_ITF7xQBmdj5bY","😈krian","","240e:47e:cc8:7767:3cbf:4afb:ed71:be49","Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x1800463a) NetType/4G Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
